Porter,paciente 1,paciente 2,paciente 1 end,paciente 2 start,Pickup,DropOff,Deposito,Depot 1,Depot 2,Depot 3,TOTAL
11,352,469,11:37:35,12:35:21,FALSE,FALSE,0,22,22,22,66
9,350,366,11:37:36,11:42:54,FALSE,FALSE,0,22,22,22,66
10,348,355,11:37:36,11:38:36,FALSE,TRUE,3,22,22,23,67
1,388,389,11:37:53,11:40:53,FALSE,FALSE,0,22,22,22,66
7,378,364,11:38:42,11:41:42,TRUE,FALSE,2,22,21,22,65
14,395,441,11:38:46,12:06:15,FALSE,TRUE,2,21,22,21,64
6,382,387,11:39:04,11:44:04,TRUE,FALSE,3,22,22,21,65
5,369,380,11:39:31,11:42:31,FALSE,FALSE,0,22,22,22,66
12,363,368,11:39:34,11:44:34,FALSE,TRUE,2,22,23,22,67
8,370,372,11:39:47,11:45:11,TRUE,FALSE,2,23,22,23,68
13,351,432,11:40:18,12:20:57,FALSE,FALSE,0,22,22,22,66
2,381,392,11:40:24,11:43:24,FALSE,FALSE,0,22,22,22,66
3,391,409,11:41:30,11:46:18,FALSE,FALSE,0,22,22,22,66
10,355,367,11:41:36,11:44:36,FALSE,FALSE,0,22,22,22,66
15,403,528,11:43:50,13:39:42,FALSE,FALSE,0,22,22,22,66
1,389,404,11:43:53,11:45:53,FALSE,FALSE,0,22,22,22,66
7,364,394,11:44:42,11:50:06,FALSE,TRUE,2,22,23,22,67
5,380,393,11:45:31,11:48:19,FALSE,FALSE,0,23,23,23,69
10,367,444,11:45:36,12:21:51,FALSE,FALSE,0,23,23,23,69
2,392,407,11:46:24,11:47:24,FALSE,FALSE,0,23,23,23,69
4,397,412,11:46:59,11:51:29,FALSE,TRUE,2,23,24,23,70
0,406,411,11:47:30,11:50:54,FALSE,FALSE,0,24,24,24,72
6,387,400,11:48:34,11:49:34,FALSE,FALSE,0,24,24,24,72
9,366,386,11:48:54,11:54:54,FALSE,FALSE,0,24,24,24,72
5,393,396,11:49:49,11:52:37,TRUE,FALSE,2,24,23,24,71
8,372,384,11:50:35,11:51:35,FALSE,FALSE,0,23,23,23,69
12,368,483,11:51:46,13:08:57,TRUE,FALSE,2,23,22,23,68
1,404,422,11:51:53,11:52:53,FALSE,FALSE,0,22,22,22,66
3,409,398,11:52:06,11:55:06,FALSE,FALSE,0,22,22,22,66
2,407,420,11:52:48,11:58:54,TRUE,FALSE,2,22,21,22,65
0,411,417,11:53:54,11:56:54,FALSE,FALSE,0,21,21,21,63
6,400,385,11:54:58,11:55:58,FALSE,FALSE,0,21,21,21,63
7,394,383,11:55:30,11:57:30,FALSE,FALSE,0,21,21,21,63
5,396,405,11:55:37,11:57:49,FALSE,FALSE,0,21,21,21,63
4,412,413,11:55:59,12:01:17,FALSE,FALSE,0,21,21,21,63
8,384,399,11:56:53,12:04:54,FALSE,FALSE,0,21,21,21,63
3,398,415,11:58:06,12:02:24,FALSE,FALSE,0,21,21,21,63
1,422,425,11:58:11,12:03:11,FALSE,FALSE,0,21,21,21,63
7,383,401,11:59:30,12:01:30,FALSE,FALSE,0,21,21,21,63
0,417,437,11:59:54,12:04:24,TRUE,FALSE,2,21,20,21,62
9,386,402,11:59:54,12:04:14,TRUE,FALSE,2,20,19,20,59
5,405,428,12:00:49,12:05:37,FALSE,FALSE,0,19,19,19,57
6,385,419,12:02:04,12:07:04,FALSE,FALSE,0,19,19,19,57
7,401,423,12:04:30,12:07:30,FALSE,FALSE,0,19,19,19,57
2,420,438,12:05:54,12:06:54,FALSE,FALSE,0,19,19,19,57
